sample,Cmon_PlotID,Bodemlocatie,Diepte,Datum_staalname,Staalnemer,c_LB72X,c_LB72Y,mv_mTAW,Cmon_GRTS_Rank,CmonLU19,CmonLUtext,Bermen,Landgebruik_Cmon,Vegetatie_bij_staalname,Landcover_EUNIS,Landgebruik_MBAG,MBAG_eDNA_staal,MBAG_Nematoden_staal,LOQ_TIC,TIC_percent,LOQ_TOC,TOC,LOQ_N,TN,pH_KCl,BD,C_stock,Cdensity,N_stock,Ndensity,C_N_stockbased,SWCgrav,SWCvol,Textuur_kleifractie,Textuur_leemfractie,Textuur_Zandfractie,Bodemtoestand,Weer_bij_staalname,Weersomstandigheid,Bodemtype,UniBodemtype,Bodemserie,Bodembeschrijving_Belgisch,Textuurklasse,Drainageklasse,Profielontwikkeling,Bodemstreek,WRB_soil_unit,RSG,rsg_pq_cod,pq1,pq2,pq3,sq_drainag,sq_texture,sq_morph,sq_fertility,Bodemassociatie,mycorrhiza_total_rich,patho_rich,n_fixers_rich,bd_0_10,cstock_sum,18S_universal_nematoda_observed,18S_nema_edna_Nematoda_observed,18S_nema_extract_Nematoda_observed,18S_universal_annelida_observed,InseKP_annelida_observed,InseKP_annelida_bold_observed,18S_nema_edna_Nematoda_total_count,18S_nema_extract_Nematoda_total_count,18S_universal_nematoda_total_count,InseKP_annelida_total_count,InseKP_annelida_bold_total_count
pb13ac8c_0_10,Pb13ac8c,CMON_Pb13ac8c,0-10,2023-01-09,ILVO,85715,165575,19.11,561,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,1.31,NA,0.126,6.2,1.42,18.59,1.86,1.79,0.18,10.39,28.2,40,15.75,62.51,21.74,NA,NA,NA,Ldc,Ldc,Ldc,Matig natte zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,L,d,c,Zandleemstreek,Eutric Gleyic Retisols (Loamic),Retisols,RT-gl.eu,Gleyic,Eutric,NA,Endogleyic,Loamic,NA,Eutric,Zuidelijke Vlaamse laagvlakte,-0.6605270395,-1.333745782,NA,-0.7791348354,-0.625906411,8,47,76,11,5,16,5797,20974,65,14092,63517
p6ae1af7_0_10,P6ae1af7,CMON_P6ae1af7,0-10,2023-04-18,INBO,77345,196715,20.25,18097,2,Natuur,0,Natuur,grassen_ pitrus,R3 (Seasonally wet and wet grasslands),Natuurgrasland,1,1,LT,0.01,NA,3.15,NA,0.277,4.8,1.16,36.54,3.65,3.21,0.32,11.37,37,43,4.59,9.19,86.22,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Zdgd,Zdgd,Zdg,Matig natte zandbodem met duidelijke ijzer en/of humus B horizont,Z,d,g,Zandstreek,Gleyic Podzols (Arenic_ Ruptic),Podzols,PZ-gl,Gleyic,NA,NA,Endogleyic,Arenic,Ruptic,Dystric,West-Vlaams cuestaland,1.569243449,0.04983587807,NA,0.291699351,-0.1800976557,62,NA,NA,5,9,25,NA,NA,6760,76971,350912
p79c237d_0_10,P79c237d,CMON_P79c237d,0-10,2022-04-21,INBO,207805,190135,24.93,1454,2,Natuur,0,Natuur,gras_ pitrus_ boswilg_ braam_ lijsterbes_ pinksterbloem,R3 (Seasonally wet and wet grasslands),Natuurgrasland,1,1,LT,0.01,NA,10.59,NA,0.695,4.5,0.48,51.18,5.12,3.36,0.34,15.24,239.5,115,22.54,21.66,55.8,Waterverzadigd,Zonnig / helder,Geen neerslag in afgelopen week,Vm,Vm,V,Veenbodem,V,NA,NA,Kempen,Dystric Rheic Sapric Histosols,Histosols,HS-sa.rh.dy,Sapric,Rheic,Dystric,Reductigleyic,$,NA,Dystric,Heuvelland van Lummen,0.9541343484,0.4359516901,NA,3.092342608,3.019926266,19,92,61,7,17,29,38974,51230,1508,294311,356508
p59f52cc_0_10,P59f52cc,CMON_P59f52cc,0-10,2023-02-03,ILVO,40835,204205,2.44,2076,5,Residentieel,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,3.52,NA,0.294,7.2,1.29,45.27,4.53,3.78,0.38,11.98,36.7,47.3,48.69,42.55,8.76,NA,NA,NA,OU2,OU2,OBV,Uitgeveende gronden,NA,NA,NA,Kunstmatige gronden,Calcaric Fluvic Gleyic Cambisols (Clayic_ Fluvic_ Relocatic_ Thaptohistic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Clayic,Fluvic_ Relocatic_ Thaptohistic,Calcaric,Kustvlakte_ Oudland,-0.8143043146,-0.1753983456,-0.9001578746,-0.2437177422,1.274969043,14,NA,NA,4,4,6,NA,NA,669,207021,281434
p59f52cc_10_30,P59f52cc,CMON_P59f52cc,45960,2023-02-03,ILVO,40835,204205,2.44,2076,5,Residentieel,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,3.24,NA,0.259,7.2,1.3,84.25,4.21,6.74,0.34,12.5,35.5,46.2,46.1,47.37,6.53,NA,NA,NA,OU2,OU2,OBV,Uitgeveende gronden,NA,NA,NA,Kunstmatige gronden,Calcaric Fluvic Gleyic Cambisols (Clayic_ Fluvic_ Relocatic_ Thaptohistic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Clayic,Fluvic_ Relocatic_ Thaptohistic,Calcaric,Kustvlakte_ Oudland,-0.8143043146,-0.1753983456,-0.9001578746,-0.2437177422,1.274969043,12,NA,NA,2,7,12,NA,NA,11106,72174,74682
p5ab12cd_0_10,P5ab12cd,CMON_P5ab12cd,0-10,2023-03-22,ILVO,161165,203885,11.29,1251,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,NA,0.04,NA,2.12,NA,0.165,6.7,1.31,27.32,2.73,2.17,0.22,12.59,32.7,42.8,11.52,39.28,49.2,NA,NA,NA,Lhc,Lhc,Lhc,Natte zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,L,h,c,Zandstreek,Eutric Retic Stagnosols (Loamic),Stagnosols,ST-rt.eu,Retic,Eutric,NA,Stagnic,Loamic,NA,Eutric,Centrale Boomse cuesta,0.7234684358,-2.138153723,-0.6372966465,-0.3260896027,-0.101500577,5,50,137,2,9,18,16645,104981,47,42544,78237
p5ab12cd_10_30,P5ab12cd,CMON_P5ab12cd,45960,2023-03-22,ILVO,161165,203885,11.29,1251,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,NA,0.03,NA,1.75,NA,0.141,6.9,1.4,48.26,2.41,3.96,0.2,12.19,27.5,38.5,16.95,41.57,41.48,NA,NA,NA,Lhc,Lhc,Lhc,Natte zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,L,h,c,Zandstreek,Eutric Retic Stagnosols (Loamic),Stagnosols,ST-rt.eu,Retic,Eutric,NA,Stagnic,Loamic,NA,Eutric,Centrale Boomse cuesta,0.7234684358,-2.138153723,-0.6372966465,-0.3260896027,-0.101500577,14,NA,NA,2,6,11,NA,NA,997,18897,228730
p5ae68e8_0_10,P5ae68e8,CMON_P5ae68e8,0-10,2023-06-01,INBO,215755,203795,57.75,16787,2,Natuur,0,Natuur,Struikhei_ mos,S4 (Temperate shrub heathland),Heide,1,1,LT,0.01,NA,4.07,NA,0.113,3.2,1.09,44.43,4.44,1.23,0.12,36.01,8.8,9.5,1.85,2.91,95.24,Uitgedroogd,Zonnig / helder,Geen neerslag in afgelopen week,t-Zbg,t-Zbg,Zbg,Droge zandbodem met duidelijke ijzer en/of humus B horizont,Z,b,g,Kempen,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,NA,NA,NA,NA,NA,NA,NA,Maasterrassen,-0.7374156771,2.141296527,-1.163019103,0.5800008627,0.8357951059,20,58,42,2,7,7,26315,9396,1330,1055490,1055490
p5ae68e8_10_30,P5ae68e8,CMON_P5ae68e8,45960,2023-06-01,INBO,215755,203795,57.75,16787,2,Natuur,0,Natuur,Struikhei_ mos,S4 (Temperate shrub heathland),Heide,1,1,LT,0.01,NA,2.47,NA,0.062,3.5,1.37,67.88,3.39,1.7,0.09,39.8,7,9.6,1.78,3.65,94.56,Uitgedroogd,Zonnig / helder,Geen neerslag in afgelopen week,t-Zbg,t-Zbg,Zbg,Droge zandbodem met duidelijke ijzer en/of humus B horizont,Z,b,g,Kempen,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,NA,NA,NA,NA,NA,NA,NA,Maasterrassen,-0.7374156771,2.141296527,-1.163019103,0.5800008627,0.8357951059,1,NA,NA,0,1,1,NA,NA,6,80,80
p5999ab3_0_10,P5999ab3,CMON_P5999ab3,0-10,2022-11-08,ILVO,82825,204365,14.24,292,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,2.68,NA,0.232,4.6,1.38,37.04,3.7,3.21,0.32,11.54,19.7,27.2,6.15,22.65,71.2,Normaal,Bewolkt,Geen neerslag in de afgelopen 24 uur,Zch,Zch,Zch,Matig droge zandbodem met verbrokkelde ijzer en/of humus B horizont,Z,c,h,Zandstreek,Terric Anthrosols (Arenic_ Spodi-relocatic),Anthrosols,AT-tr,Terric,NA,NA,NA,Arenic,Spodi-relocatic,Eutric,West-Vlaams cuestaland,-0.2760838519,-0.04669307494,NA,-0.6143911144,0.05926617505,31,63,138,3,11,19,25655,66438,1154,361846,371805
p48d8ee8_0_10,P48d8ee8,CMON_P48d8ee8,0-10,2023-02-10,ILVO,181115,211785,13.6,739,4,Akkerland,1,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.84,NA,0.143,4.4,1.42,26.21,2.62,2.04,0.2,12.85,17.6,25,4.64,6.99,88.37,NA,NA,NA,l-Sdm,l-Sdm,Sdm,Matig natte lemig zandbodem met dikke antropogene humus A horizont,S,d,m,Kempen,Plaggic Anthrosols (Loamic_ Ruptic),Anthrosols,AT-pa,Plaggic,NA,NA,Endogleyic,Loamic,Ruptic,Dystric,Depressie van de Netes,-0.1223065769,-0.722395746,NA,-0.7791348354,-0.1295709622,26,NA,NA,2,5,24,NA,NA,2450,417917,507570
p5d4a815_0_10,P5d4a815,CMON_P5d4a815,0-10,2023-01-19,ILVO,171885,202735,8.94,1507,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,1.32,NA,0.112,4.8,1.39,18.38,1.84,1.56,0.16,11.78,17.5,24.4,14.76,21.67,63.57,NA,NA,NA,Zdfc,Zdfc,Zdf,Matig natte zandbodem met weinig duidelijke ijzer en/of humus B horizont,Z,d,f,Kempen,Gleyic Podzols (Arenic_ Ruptic),Podzols,PZ-gl,Gleyic,NA,NA,Endogleyic,Arenic,Ruptic,Dystric,Depressie van de Netes,-0.3529724895,-1.044158923,0.8084401079,-0.6555770447,-0.5256185799,55,NA,NA,6,8,14,NA,NA,9088,14475,31763
p5d4a815_10_30,P5d4a815,CMON_P5d4a815,45960,2023-01-19,ILVO,171885,202735,8.94,1507,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,1.37,NA,0.116,4.8,1.48,40.58,2.03,3.44,0.17,11.8,15.8,23.4,10.23,36.34,53.43,NA,NA,NA,Zdfc,Zdfc,Zdf,Matig natte zandbodem met weinig duidelijke ijzer en/of humus B horizont,Z,d,f,Kempen,Gleyic Podzols (Arenic_ Ruptic),Podzols,PZ-gl,Gleyic,NA,NA,Endogleyic,Arenic,Ruptic,Dystric,Depressie van de Netes,-0.3529724895,-1.044158923,0.8084401079,-0.6555770447,-0.5256185799,36,NA,NA,3,5,11,NA,NA,2293,151134,637138
pa4dfeca_0_10,Pa4dfeca,CMON_Pa4dfeca,0-10,2022-04-15,ILVO,108335,171045,87.83,2977,4,Akkerland,0,Akker,Wintergraan en maïsstoppels,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.14,NA,0.125,5.6,1.47,16.74,1.67,1.84,0.18,9.1,21.4,31.5,21.15,67.82,11.03,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Aba1,Aba1,Aba,Droge leembodem met textuur B horizont,A,b,a,Zandleemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,NA,NA,NA,Siltic,NA,Eutric,Schelde-Dender interfluvium,-0.6605270395,0.1141885134,NA,-0.9850644866,-0.8394965244,20,NA,NA,8,6,12,NA,NA,4040,260581,284005
pa5a8b0f_0_10,Pa5a8b0f,CMON_Pa5a8b0f,0-10,2023-01-17,ILVO,40945,170695,23.89,229,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.29,NA,0.131,7.3,1.5,19.16,1.92,1.96,0.2,9.78,25.5,38.3,14.9,43.05,42.05,NA,NA,NA,Lhp(o),Lhp(o),Lhp,Natte zandleembodem zonder profiel,L,h,p,Zandleemstreek,Eutric Fluvic Oxygleyic Gleysols (Loamic_ Fluvic),Gleysols,GL-oy.fv.eu,Oxygleyic,Fluvic,Eutric,Stagnic,Loamic,Fluvic,Eutric,Polder-Leie interfluvium,-0.583638402,-1.172864193,NA,-1.108622277,-0.6506593871,24,108,82,2,6,15,172208,34748,1640,1331183,1469241
p425d356_0_10,P425d356,CMON_P425d356,0-10,2023-02-13,ILVO,183415,214655,15.1,275,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,0.85,NA,0.08,4.8,1.31,11.15,1.12,1.05,0.11,10.62,15.7,20.6,6.69,9.14,84.17,NA,NA,NA,Zep,Zep,Zep,Natte zandbodem zonder profiel,Z,e,p,Kempen,Dystric Fluvic Gleyic Arenosols (Fluvic),Arenosols,AR-gl.fv.dy,Gleyic,Fluvic,Dystric,Endogleyic,Arenic,Fluvic,Dystric,Depressie van de Netes,-0.8911929521,1.079478044,NA,-0.3260896027,-1.139849647,16,62,97,2,6,14,18320,20419,560,32560,73260
pad276a6_0_10,Pad276a6,CMON_Pad276a6,0-10,2023-01-24,ILVO,224615,167385,89.73,2086,4,Akkerland,1,Laagstamboomgaard,gras,V2 (Cultivated areas of gardens and parks),Akker,1,1,NA,0.02,NA,3.08,NA,0.252,6.6,1.42,43.35,4.34,3.57,0.36,12.14,28.3,40.1,22.61,66.83,10.56,NA,NA,NA,Aba1,Aba1,Aba,Droge leembodem met textuur B horizont,A,b,a,Leemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,NA,NA,NA,Siltic,NA,Eutric,Plateau van Haspengouw,-1.044970227,0.4681280078,NA,-0.7791348354,0.1087721273,16,NA,NA,2,14,21,NA,NA,2962,168930,812281
p5e91b24_0_10,P5e91b24,CMON_P5e91b24,0-10,2022-11-21,ILVO,71475,202165,13.52,612,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,3.74,NA,0.349,4.7,1.19,44.51,4.45,4.15,0.42,10.73,31.9,38,9,19.83,71.17,Normaal,Bewolkt,Neerslag maar zonder hevige buien afgelopen 24 uur,wZdP,wZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,Z,d,p+x,Zandstreek,Eutric Planosols (Arenic_ Ruptic),Planosols,PL-eu,Eutric,NA,NA,Stagnic,Arenic,Ruptic,Eutric,West-Vlaams cuestaland,1.953686636,0.08201219574,-0.2430048044,0.1681415602,0.3348663214,20,27,69,3,23,50,1062,7743,1655,744970,976212
p5e91b24_10_30,P5e91b24,CMON_P5e91b24,45960,2022-11-21,ILVO,71475,202165,13.52,612,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,1.64,NA,0.115,4.7,1.47,48.17,2.41,3.38,0.17,14.25,16.9,24.8,9.02,20.35,70.63,Normaal,Bewolkt,Neerslag maar zonder hevige buien afgelopen 24 uur,wZdP,wZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,Z,d,p+x,Zandstreek,Eutric Planosols (Arenic_ Ruptic),Planosols,PL-eu,Eutric,NA,NA,Stagnic,Arenic,Ruptic,Eutric,West-Vlaams cuestaland,1.953686636,0.08201219574,-0.2430048044,0.1681415602,0.3348663214,8,NA,NA,2,7,10,NA,NA,1124,73822,75108
p5ff1ccb_0_10,P5ff1ccb,CMON_P5ff1ccb,0-10,2022-03-08,ILVO,43945,201555,3.64,28,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,NA,0.88,NA,2.58,NA,0.21,7.5,1.35,22.89,2.29,2.83,0.28,8.09,30.9,41.7,48.07,41.45,10.48,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,m.E1,Udp,Udp,Dekkleigronden (Middellandpolders),U,d,p,Middellandpolders,Calcaric Fluvic Gleyic Cambisols (Loamic/Clayic_ Fluvic_ Ruptic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Loamic/Clayic,Fluvic_ Ruptic,Calcaric,Kustvlakte_ Middelland,-0.8143043146,-1.011982605,-0.6372966465,-0.4908333237,-0.5197493176,10,28,12,2,3,6,3232,225,355,3,8
p5ff1ccb_10_30,P5ff1ccb,CMON_P5ff1ccb,45960,2022-03-08,ILVO,43945,201555,3.64,28,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,NA,0.96,NA,2.29,NA,0.172,7.3,1.36,36.3,1.82,4.69,0.23,7.74,32.5,44.2,43.5,45.82,10.68,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,m.E1,Udp,Udp,Dekkleigronden (Middellandpolders),U,d,p,Middellandpolders,Calcaric Fluvic Gleyic Cambisols (Loamic/Clayic_ Fluvic_ Ruptic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Loamic/Clayic,Fluvic_ Ruptic,Calcaric,Kustvlakte_ Middelland,-0.8143043146,-1.011982605,-0.6372966465,-0.4908333237,-0.5197493176,19,NA,NA,4,3,5,NA,NA,1039,1252,1254
p5e6e380_0_10,P5e6e380,CMON_P5e6e380,0-10,2022-03-23,ILVO,39595,202225,2.93,1052,4,Akkerland,0,Akker,Wintertarwe,V1 (Arable land and market gardens),Akker,1,1,NA,1.68,NA,3.55,NA,0.228,7.4,1.2,22.46,2.25,2.74,0.27,8.2,27.7,33.3,16.22,70.3,13.48,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,OG2,Uep,Uep,Uitgebrikte gronden,U,e,p,Kunstmatige gronden,Calcaric Fluvic Gleyic Cambisols (Loamic_ Fluvic_ Ruptic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Loamic,Fluvic_ Ruptic,Calcaric,Kustvlakte_ Oudland,-1.27563614,0.7255385491,NA,0.12695563,-0.4049159233,19,137,139,2,4,10,134891,116768,1911,16407,115992
pc4fa56c_0_10,Pc4fa56c,CMON_Pc4fa56c,0-10,2022-04-29,ILVO,128115,156835,51.26,193,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,0,LT,0.01,NA,2.87,NA,0.272,5.4,1.18,33.84,3.38,3.21,0.32,10.54,18.1,21.3,17.93,72.13,9.94,Normaal,Gedeeltelijk bewolkt,Geen neerslag in afgelopen week,Aba1,Aba1,Aba,Droge leembodem met textuur B horizont,A,b,a,Leemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,NA,NA,NA,Siltic,NA,Eutric,Dender-Zenne interfluvium,0.8772457109,-0.625866793,NA,0.2093274905,-0.3875633214,64,NA,NA,4,18,36,NA,NA,9389,117335,437279
p601d5eb_0_10,P601d5eb,CMON_P601d5eb,0-10,2022-11-30,ILVO,170425,201485,4.96,2275,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,3.2,NA,0.293,4.5,1.36,43.41,4.34,3.97,0.4,10.93,31.3,42.6,17.66,25.09,57.25,Normaal,Mist,Hevige neerslag afgelopen week of regenstorm in afgelopen 24 uur,Efp,Efp,Efp,Zeer sterk gleyige kleibodem zonder profiel,E,f,p,Zandstreek,Fluvic Gleyic Phaeozems (Loamic_ Fluvic),Phaeozems,PH-gl.fv,Gleyic,Fluvic,NA,Amphigleyic,Loamic,Fluvic,Eutric,Oostelijke Boomse cuesta,0.3390252482,0.6611859138,0.0198564237,-0.5320192539,0.2065081051,6,NA,NA,1,14,28,NA,NA,2303,1093850,1156015
p601d5eb_10_30,P601d5eb,CMON_P601d5eb,45960,2022-11-30,ILVO,170425,201485,4.96,2275,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,2.07,NA,0.207,4.3,1.07,44.24,2.21,4.42,0.22,10.01,38.8,41.5,18.22,32.89,48.89,Normaal,Mist,Hevige neerslag afgelopen week of regenstorm in afgelopen 24 uur,Efp,Efp,Efp,Zeer sterk gleyige kleibodem zonder profiel,E,f,p,Zandstreek,Fluvic Gleyic Phaeozems (Loamic_ Fluvic),Phaeozems,PH-gl.fv,Gleyic,Fluvic,NA,Amphigleyic,Loamic,Fluvic,Eutric,Oostelijke Boomse cuesta,0.3390252482,0.6611859138,0.0198564237,-0.5320192539,0.2065081051,95,NA,NA,9,7,22,NA,NA,46155,245503,345396
p6053e64_0_10,P6053e64,CMON_P6053e64,0-10,2023-04-11,ILVO,35155,201385,2.61,2396,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,NA,0.62,NA,2.97,NA,0.282,7.1,1.22,28.73,2.87,3.45,0.35,8.33,38.6,47.1,24.11,69.62,6.27,NA,NA,NA,OU2,OU2,OBV,Uitgeveende gronden,NA,NA,NA,Kunstmatige gronden,Calcaric Fluvic Gleyic Cambisols (Clayic_ Fluvic_ Relocatic_ Thaptohistic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Clayic,Fluvic_ Relocatic_ Thaptohistic,Calcaric,Kustvlakte_ Oudland,-1.198747502,1.176006997,-0.1115741903,0.04458376949,-0.1895395126,5,NA,NA,1,3,4,NA,NA,58,69251,69252
p6053e64_10_30,P6053e64,CMON_P6053e64,45960,2023-04-11,ILVO,35155,201385,2.61,2396,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,NA,0.86,NA,2.43,NA,0.203,7.2,1.38,43.4,2.17,5.61,0.28,7.74,32.4,44.8,39.33,55.89,4.78,NA,NA,NA,OU2,OU2,OBV,Uitgeveende gronden,NA,NA,NA,Kunstmatige gronden,Calcaric Fluvic Gleyic Cambisols (Clayic_ Fluvic_ Relocatic_ Thaptohistic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Clayic,Fluvic_ Relocatic_ Thaptohistic,Calcaric,Kustvlakte_ Oudland,-1.198747502,1.176006997,-0.1115741903,0.04458376949,-0.1895395126,4,NA,NA,0,3,4,NA,NA,18,3,4
p606caf7_0_10_1,P606caf7,CMON_P606caf7,0-10,2023-01-31,ILVO,102865,201345,6.75,2164,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.3,NA,0.117,5.3,1.43,18.58,1.86,1.67,0.17,11.13,27.9,40,7.43,13.98,78.59,NA,NA,NA,Zcb,Zcb,Zcb,Matig droge zandbodem met structuur B horizont,Z,c,b,Zandstreek,Eutric Brunic Arenosols,Arenosols,AR-br.eu,Brunic,Eutric,NA,NA,Arenic,NA,Eutric,Centrale Vlaamse laagvlakte,1.261688898,-3.071266936,1.334162564,-0.8203207656,-0.2308795346,NA,NA,NA,NA,3,15,NA,NA,NA,18525,348878
p606caf7_0_10_2,P606caf7,CMON_P606caf7,0-10,2023-01-31,ILVO,102865,201345,6.75,2164,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.3,NA,0.117,5.3,1.43,18.58,1.86,1.67,0.17,11.13,27.9,40,7.43,13.98,78.59,NA,NA,NA,Zcb,Zcb,Zcb,Matig droge zandbodem met structuur B horizont,Z,c,b,Zandstreek,Eutric Brunic Arenosols,Arenosols,AR-br.eu,Brunic,Eutric,NA,NA,Arenic,NA,Eutric,Centrale Vlaamse laagvlakte,1.261688898,-3.071266936,1.334162564,-0.8203207656,-0.2308795346,22,NA,NA,1,NA,NA,NA,NA,1833,NA,NA
p606caf7_10_30,P606caf7,CMON_P606caf7,45960,2023-01-31,ILVO,102865,201345,6.75,2164,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.12,NA,0.101,5.4,1.49,33.35,1.67,3.01,0.15,11.08,23.8,35.5,6.35,12.32,81.33,NA,NA,NA,Zcb,Zcb,Zcb,Matig droge zandbodem met structuur B horizont,Z,c,b,Zandstreek,Eutric Brunic Arenosols,Arenosols,AR-br.eu,Brunic,Eutric,NA,NA,Arenic,NA,Eutric,Centrale Vlaamse laagvlakte,1.261688898,-3.071266936,1.334162564,-0.8203207656,-0.2308795346,1,NA,NA,1,10,31,NA,NA,5,551323,2669002
p60ac1ce_0_10,P60ac1ce,CMON_P60ac1ce,0-10,2022-03-21,ILVO,95175,201235,8.2,2596,4,Akkerland,0,Akker,braak_ snijrogge mislukt,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.24,NA,0.119,5.3,1.56,19.41,1.94,1.86,0.19,10.44,18.7,29.2,15.31,40.81,43.88,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Pdc,Pdc,Pdc,Matig natte licht zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,P,d,c,Zandstreek,Eutric Gleyic Retisols (Loamic),Retisols,RT-gl.eu,Gleyic,Eutric,NA,Endogleyic,Loamic,NA,Eutric,Centrale Vlaamse laagvlakte,-0.8143043146,0.5968332785,-0.6372966465,-1.355737859,-0.5901804661,47,NA,NA,2,10,28,NA,NA,8906,710974,1208187
p60ac1ce_10_30,P60ac1ce,CMON_P60ac1ce,45960,2022-03-21,ILVO,95175,201235,8.2,2596,4,Akkerland,0,Akker,braak_ snijrogge mislukt,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.15,NA,0.11,5.3,1.61,37.02,1.85,3.54,0.18,10.46,19.9,32,17.04,45.45,37.51,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Pdc,Pdc,Pdc,Matig natte licht zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,P,d,c,Zandstreek,Eutric Gleyic Retisols (Loamic),Retisols,RT-gl.eu,Gleyic,Eutric,NA,Endogleyic,Loamic,NA,Eutric,Centrale Vlaamse laagvlakte,-0.8143043146,0.5968332785,-0.6372966465,-1.355737859,-0.5901804661,19,NA,NA,2,4,8,NA,NA,1091,201599,205033
p6c5f1e9_0_10,P6c5f1e9,CMON_P6c5f1e9,0-10,2023-02-06,ILVO,66805,196055,17.76,2225,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.86,NA,0.15,5.1,1.33,24.81,2.48,2,0.2,12.41,27.5,36.6,9.11,15.21,75.68,NA,NA,NA,Zdh,Zdh,Zdh,Matig natte zandbodem met verbrokkelde ijzer en/of humus B horizont,Z,d,h,Zandstreek,Terric Anthrosols (Arenic_ Spodi-relocatic),Anthrosols,AT-tr,Terric,NA,NA,Endogleyic,Arenic,Spodi-relocatic,Eutric,West-Vlaams cuestaland,-0.583638402,-0.7545720637,NA,-0.4084614632,1.295639054,5,NA,NA,2,2,4,NA,NA,736,26022,26024
